334,483,18
870,188,22
529,290,16
197,621,23
896,166,4
366,457,12
304,277,18
695,127,19
10,220,24
465,11,21
895,67,7
897,66,29
656,67,3
560,261,28
130,694,10
473,353,26
398,430,24
285,301,16
112,231,15
297,530,9
669,161,21
260,328,7
265,564,6
168,664,25
227,362,15
362,229,19
458,378,25
498,339,13
90,876,9
238,117,20
667,62,27
448,42,11
218,31,8
638,96,13
58,435,24
790,283,15
171,661,18
695,382,29
283,554,27
480,356,20
246,594,6
656,186,27
498,589,2
404,199,23
478,366,27
313,289,13
209,154,14
97,640,15
467,31,16
67,673,25
58,200,6
49,454,20
271,573,16
915,929,11
201,160,20
212,151,26
185,664,5
487,362,17
157,211,29
586,267,12
366,247,28
398,457,27
96,650,4
890,98,15
675,74,25
235,31,13
477,31,24
684,69,7
57,459,19
491,363,1
121,491,29
387,470,3
131,244,3
195,425,19
186,676,28
226,396,18
253,23,19
69,213,9
238,48,17
706,918,10
270,357,24
262,367,7
698,179,19
925,944,17
904,727,14
183,691,14
705,929,16
110,284,29
188,450,7
484,157,7
588,294,11
367,277,22
143,259,19
269,133,14
697,80,20
84,452,13
931,944,14
691,197,25
143,260,21
65,484,21
944,701,16
55,496,20
237,79,12
805,607,19
272,385,4
392,264,3
164,497,18
241,178,22
163,498,22
367,296,11
264,399,19
495,167,7
126,294,14
244,77,24
847,810,16
619,6,2
96,469,12
719,940,17
712,947,20
715,947,6
482,189,26
3,620,10
919,752,23
848,823,20
492,180,11
965,949,16
708,724,23
827,605,25
920,994,25
753,921,9
83,257,13
982,937,15
870,809,23
732,947,17
904,533,14
88,258,25
619,822,26
881,1,16
841,604,18
906,781,12
774,912,27
930,759,28
972,958,5
961,969,7
915,534,2
822,626,12
281,177,18
894,6,28
832,861,14
957,740,27
738,720,24
994,947,18
504,714,20
737,723,26
746,713,11
789,912,26
949,997,20
709,752,13
805,659,20
929,534,17
910,552,22
951,998,26
521,945,29
288,86,11
816,895,17
996,715,4
825,643,25
532,939,3
809,664,4
819,654,7
803,427,26
968,750,16
934,784,11
570,908,5
806,430,8
932,308,2
837,403,6
715,524,28
329,917,20
816,429,26
515,970,20
898,830,19
777,712,11
984,746,6
611,877,13
997,733,2
559,934,7
200,809,10
589,906,11
906,589,8
517,736,5
829,668,15
848,409,26
712,540,2
673,820,4
817,681,9
910,103,16
667,833,26
899,601,11
844,656,28
325,935,1
410,608,4
756,745,1
736,523,20
706,313,19
102,917,29
656,608,8
547,718,13
779,728,16
762,981,14
867,880,8
422,601,2
770,737,13
572,935,2
750,756,7
598,910,18
698,810,11
704,323,29
312,714,12
796,959,7
956,799,4
469,804,11
404,868,3
719,313,10
963,790,20
684,830,4
