211,124,15
204,131,2
106,231,25
234,102,23
203,138,14
229,112,4
106,236,1
128,218,23
223,120,23
101,245,29
213,132,2
101,244,9
215,133,6
218,130,2
144,204,4
243,104,27
216,131,18
213,137,10
239,117,2
219,138,17
130,220,13
211,141,22
144,211,24
102,254,22
148,211,11
127,234,11
251,109,17
124,239,11
200,163,8
142,221,4
207,161,27
207,160,25
115,252,23
224,143,14
232,138,6
129,241,24
212,157,6
203,166,26
213,156,26
136,236,29
113,258,18
265,109,2
128,247,16
129,249,19
239,139,15
113,261,24
205,172,20
202,176,11
216,165,8
204,176,4
177,203,2
238,142,11
175,207,28
277,105,24
127,259,5
170,212,23
115,273,19
177,211,29
214,173,11
287,100,22
178,211,27
173,216,8
123,266,3
132,257,10
246,143,23
216,176,17
139,253,10
263,128,8
234,157,23
239,155,22
129,265,14
174,219,23
268,125,18
287,109,7
260,133,21
114,281,19
245,150,1
262,133,29
240,154,28
122,275,2
246,151,21
218,181,15
289,110,23
243,155,29
115,283,6
275,123,4
286,115,4
262,139,20
157,244,11
201,199,18
104,296,26
105,298,27
216,186,13
206,196,8
245,159,8
296,108,19
107,297,24
210,192,17
191,211,12
180,221,4
263,141,8
273,133,14
242,164,29
192,216,1
130,278,14
217,190,28
258,152,2
171,239,7
285,125,7
169,245,24
199,217,8
145,272,5
190,229,21
297,121,13
292,129,16
288,133,29
164,256,26
268,152,17
231,189,15
121,299,2
274,149,6
255,168,26
294,128,21
247,178,17
281,141,11
290,136,7
142,283,7
275,150,26
254,176,19
184,246,8
135,296,12
188,248,20
198,237,4
280,153,9
253,182,28
198,241,17
266,173,4
184,254,24
269,176,15
157,287,21
251,193,6
251,192,24
198,252,7
160,289,8
278,175,27
189,269,17
273,180,6
161,294,22
162,292,4
271,186,20
176,282,7
299,162,28
263,198,24
174,286,29
174,288,1
189,276,19
299,167,22
182,286,17
174,294,16
176,292,6
173,295,14
272,195,29
189,280,22
274,197,23
291,188,13
283,197,3
289,194,7
190,297,13
9,204,8
1000,203,11
203,1000,23
210,7,9
227,4,2
5,229,24
1000,222,10
238,1,20
235,9,28
249,8,3
4,252,26
1,259,19
256,9,3
4,265,20
2,272,14
2,277,27
1000,261,29
1,287,2
285,6,2
7,288,20
292,1,23
271,1000,19
4,294,16
106,301,9
305,106,6
306,107,2
211,200,28
216,202,5
216,204,16
205,215,6
217,204,1
212,211,2
105,322,28
101,326,1
201,226,15
207,222,16
322,107,12
118,313,1
128,304,24
328,109,5
332,102,25
322,111,24
230,208,15
102,335,22
327,113,15
329,111,10
226,213,27
128,311,6
329,112,15
218,223,26
337,106,23
229,219,5
333,111,28
107,340,3
133,316,18
145,304,6
309,142,18
146,305,6
208,243,15
242,208,6
149,301,19
133,319,18
216,236,29
318,134,26
339,118,27
340,114,23
132,321,1
102,351,23
153,300,28
306,150,14
132,324,29
211,245,23
242,216,25
156,302,6
241,216,1
234,226,20
341,119,13
210,249,12
233,229,24
106,355,11
317,147,11
316,147,9
236,229,11
107,16,5
15,109,18
110,351,25
19,106,15
260,203,19
340,123,12
101,361,10
360,102,25
352,110,21
343,122,10
322,143,25
314,150,8
212,252,15
143,324,13
310,157,20
362,105,9
110,356,9
132,334,25
325,144,1
147,322,15
240,229,12
105,364,28
205,263,27
235,233,27
216,255,24
119,351,14
214,259,7
148,327,10
137,338,12
335,139,18
257,219,15
149,329,27
209,269,20
100,27,1
106,27,1
223,251,6
202,272,21
104,370,11
314,160,4
263,213,28
161,314,2
152,326,26
368,110,27
363,114,12
241,236,22
251,228,17
253,229,15
369,113,20
138,343,9
348,136,22
228,255,17
274,209,6
155,328,17
235,248,13
125,358,16
110,26,7
16,122,23
106,33,19
39,100,29
360,121,22
35,109,24
126,19,4
129,16,9
311,172,24
242,243,24
111,374,1
303,181,9
140,344,20
327,160,22
133,354,4
210,276,14
267,222,6
202,287,23
257,232,9
141,347,1
375,116,10
262,228,24
148,342,5
308,182,10
346,144,16
241,249,8
176,317,20
249,244,14
264,228,11
157,337,10
147,347,7
169,327,22
108,388,28
131,10,24
32,110,6
115,32,19
46,102,26
36,115,20
26,127,12
137,17,27
162,330,23
100,392,13
291,201,23
380,111,28
201,290,27
262,232,11
110,383,26
262,231,17
173,323,1
324,172,29
266,230,20
275,220,28
228,270,10
170,328,15
243,254,29
191,306,27
111,386,5
385,112,5
265,235,8
138,362,7
114,386,7
393,109,24
293,209,20
235,266,25
214,287,5
364,137,8
145,356,17
366,138,20
167,337,10
235,268,2
54,103,11
104,54,11
102,58,7
17,144,11
140,361,24
381,120,25
136,29,7
58,107,27
222,281,28
141,362,18
171,332,7
352,150,22
155,352,3
327,182,10
288,220,5
322,189,21
247,264,26
199,314,10
185,327,5
319,193,25
157,355,20
183,329,9
353,159,1
314,198,1
389,123,19
297,218,6
150,10,1
53,110,6
151,14,7
151,15,13
26,141,28
126,42,9
115,53,20
105,65,12
117,54,4
118,56,19
66,109,21
56,119,2
152,360,2
391,120,18
129,47,22
330,184,3
384,130,7
29,148,8
362,151,9
253,260,22
353,162,21
335,180,9
263,252,13
190,325,28
268,250,23
130,388,1
197,321,6
362,155,7
270,247,19
289,231,29
244,276,12
321,198,10
145,376,27
259,267,3
198,329,16
110,63,7
160,15,12
75,102,9
57,120,14
43,134,21
167,10,28
154,23,29
143,35,26
119,60,16
153,26,7
110,69,24
53,127,26
108,74,19
109,74,10
264,260,17
370,157,14
236,291,24
186,340,25
173,356,17
244,285,21
346,185,22
295,236,27
146,385,16
192,338,19
149,381,15
187,346,9
343,189,7
385,147,18
357,175,7
354,178,13
187,348,28
389,148,8
65,121,28
167,20,13
173,14,24
53,135,20
128,62,8
158,32,29
154,38,18
123,69,19
36,157,28
45,148,18
144,49,18
59,136,26
77,119,21
108,89,4
283,251,6
129,68,4
341,193,7
354,180,9
153,383,13
345,191,6
282,254,17
194,341,14
172,363,28
193,345,16
161,377,11
296,242,25
267,271,6
292,245,7
282,255,5
193,344,21
292,248,13
288,251,17
367,172,13
374,165,8
198,344,16
178,364,17
146,397,12
269,274,7
149,397,29
41,152,4
121,74,13
61,134,18
74,122,29
145,51,24
154,42,2
146,51,8
69,130,26
183,16,29
89,110,10
144,57,26
132,69,2
56,146,18
169,33,8
185,18,12
97,106,2
146,57,22
39,168,27
374,171,23
284,263,8
377,170,16
353,194,23
184,363,15
164,385,3
167,382,2
365,186,8
363,188,16
358,193,6
162,388,12
184,368,19
398,154,22
178,379,6
160,41,28
31,172,20
171,34,4
190,17,10
145,62,13
50,157,18
84,124,15
62,146,9
116,93,18
178,32,3
116,94,27
75,135,28
126,85,25
48,163,4
125,87,28
25,188,21
27,189,7
59,158,16
372,182,16
280,273,24
276,281,27
291,269,8
281,279,11
183,376,27
398,167,2
168,397,29
398,169,7
125,91,25
23,194,25
163,54,12
91,127,20
88,131,26
24,195,26
81,138,27
191,29,20
149,71,12
83,139,27
124,98,28
189,33,4
79,143,3
35,189,19
98,126,9
370,192,24
382,183,3
172,392,4
194,370,11
374,190,11
371,195,16
390,179,7
195,373,5
379,192,11
194,379,12
184,389,19
186,386,19
398,178,1
190,34,13
62,163,26
193,35,25
131,98,6
52,178,14
