127,212,15
213,125,15
108,232,2
241,103,22
213,132,26
124,226,10
112,238,1
224,125,29
213,139,13
116,238,18
88,885,5
216,141,19
212,149,27
209,154,4
882,96,28
112,254,13
125,243,13
268,100,2
257,113,11
211,159,5
269,105,27
259,116,19
228,147,8
895,97,4
124,250,11
144,233,8
271,108,1
279,101,10
138,242,26
208,175,26
235,147,3
135,249,16
141,245,12
164,223,3
182,208,4
148,249,13
231,160,17
141,251,7
211,184,27
241,154,26
144,255,1
147,252,11
224,175,5
228,170,21
142,256,18
137,263,25
287,113,29
115,288,21
288,115,5
196,207,19
283,119,5
249,156,26
126,282,6
187,220,24
146,268,6
217,199,24
298,119,23
230,185,5
151,266,4
220,196,12
290,128,12
193,229,23
167,257,12
259,167,7
284,141,22
297,134,14
136,298,19
258,181,10
250,195,23
606,600,1
600,609,16
505,703,3
297,162,26
288,173,2
179,289,23
403,813,19
616,602,10
280,180,21
518,703,29
719,506,5
186,283,9
293,178,18
611,610,4
713,512,8
422,803,27
312,912,22
922,305,6
517,711,2
625,606,8
628,602,15
192,280,24
625,608,3
705,527,4
925,309,27
297,183,9
609,629,24
194,288,7
811,421,21
422,810,22
905,330,24
325,912,29
621,619,10
303,936,22
404,835,2
932,307,19
725,514,24
738,504,13
416,826,13
806,436,19
535,708,9
819,427,28
637,609,10
317,928,16
418,829,9
1,204,1
204,1,8
332,913,16
634,611,21
922,322,13
843,401,13
325,924,27
528,720,15
427,821,17
908,343,11
302,948,25
416,834,21
542,708,14
311,939,22
824,426,28
526,727,9
409,843,29
524,728,15
816,438,6
319,937,20
543,711,15
933,320,10
934,321,29
632,623,1
912,346,3
546,712,8
454,804,6
751,509,20
825,435,29
342,917,16
933,329,14
715,547,8
844,417,13
826,437,15
847,418,14
739,526,13
900,12,13
1000,215,7
3,220,17
810,450,8
321,942,10
443,820,7
301,962,13
611,652,3
930,332,7
440,825,16
340,924,9
503,761,9
703,561,11
401,866,26
454,813,29
731,535,26
645,621,29
956,310,25
303,966,10
710,559,21
558,711,5
530,739,20
337,932,1
447,821,4
517,751,27
669,602,8
903,368,4
919,352,22
644,627,2
309,962,14
961,309,6
926,344,13
509,764,29
805,468,13
714,558,25
354,918,28
406,868,17
906,368,23
446,828,22
316,958,21
12,913,4
21,907,23
21,908,14
918,14,4
410,862,17
320,952,24
773,501,9
952,322,16
870,403,2
822,451,16
530,746,11
813,462,5
731,547,14
417,860,5
762,515,3
412,868,22
977,303,17
308,971,8
875,404,14
627,652,10
579,703,2
569,712,24
455,826,9
473,808,2
339,942,18
839,445,23
775,509,10
909,377,20
438,848,14
877,408,3
468,817,13
32,900,19
32,903,10
921,19,6
907,35,16
583,700,17
8,241,11
952,330,3
19,929,10
433,852,19
672,613,4
883,401,25
784,503,17
903,383,26
673,613,29
730,556,8
880,406,12
801,488,1
629,660,16
912,377,15
870,418,12
745,543,11
987,304,28
538,753,23
442,849,2
837,453,14
816,477,4
656,636,15
409,886,28
786,508,25
836,458,8
429,868,21
518,778,17
922,20,21
934,12,12
20,927,24
936,11,1
913,38,11
660,630,24
921,370,29
963,331,21
402,891,1
942,354,4
764,532,28
333,963,13
834,461,14
323,975,27
361,937,9
926,372,29
471,827,3
930,367,28
475,822,21
562,738,23
391,909,25
989,311,21
515,785,6
651,649,1
317,983,3
459,840,6
467,832,15
752,547,23
536,763,13
847,455,4
596,705,18
859,442,24
849,452,1
602,699,1
789,515,8
577,727,14
965,339,17
905,398,25
856,447,19
938,367,21
506,799,5
986,319,15
339,969,29
728,579,13
698,609,13
943,12,17
946,12,22
927,31,23
933,29,20
929,34,25
262,4,28
928,38,26
845,460,21
391,914,2
780,524,24
791,515,3
820,486,14
888,421,18
775,534,10
848,461,13
878,431,26
583,726,11
655,654,15
811,497,4
719,592,28
829,482,9
649,662,22
673,638,2
844,466,13
969,341,18
722,588,5
994,319,14
586,727,10
964,349,17
566,746,8
576,739,9
988,327,10
858,457,20
519,795,28
819,495,20
885,429,5
759,559,5
952,13,8
51,918,7
909,62,1
923,49,9
917,55,13
650,660,13
540,772,1
881,431,25
38,937,1
940,374,16
452,862,19
773,541,10
736,580,9
352,963,8
322,993,26
695,620,27
852,466,26
634,683,20
844,473,21
342,977,11
922,397,13
995,324,23
926,393,21
986,336,10
498,824,4
688,634,14
968,354,18
499,822,6
345,976,12
465,856,4
555,769,24
625,699,2
767,557,10
986,338,24
386,938,14
997,327,24
854,469,16
429,897,5
479,846,3
588,739,9
943,34,24
55,924,15
37,945,4
480,840,20
691,632,27
594,731,2
350,974,7
753,571,11
763,561,2
474,850,13
577,750,23
470,856,12
578,751,19
680,648,7
858,470,13
980,348,27
671,657,10
773,558,6
855,476,27
993,337,13
697,635,18
749,583,26
399,936,23
367,968,14
936,398,24
979,358,10
568,769,2
649,687,25
697,639,25
737,599,12
21,960,23
960,25,16
920,67,8
967,21,14
44,946,27
954,36,17
955,36,25
4,292,22
29,966,4
682,650,10
591,740,14
863,471,11
918,79,13
291,9,28
662,671,14
485,851,15
4,298,7
744,591,26
740,595,2
897,441,27
475,863,12
856,481,7
695,642,15
584,753,12
452,885,25
398,941,8
783,556,28
495,846,17
466,877,28
667,679,16
697,648,3
848,497,28
597,748,29
959,388,15
778,569,11
941,51,20
21,975,8
936,63,3
1000,285,9
84,916,14
27,973,27
984,17,9
945,59,16
692,657,19
777,572,2
697,651,10
395,956,4
658,695,16
386,966,3
877,475,3
788,564,24
887,468,18
878,479,15
960,47,4
33,977,2
986,28,28
927,88,23
19,997,13
939,78,1
570,783,19
780,576,21
973,384,14
891,469,8
989,370,21
498,864,9
663,699,8
993,369,21
484,878,16
394,967,27
375,988,24
969,399,20
981,32,14
93,920,22
920,96,2
987,30,11
54,966,10
997,23,2
97,925,13
671,692,29
991,374,6
880,487,21
776,590,12
875,494,17
301,100,23
380,988,17
478,893,18
784,587,19
378,993,14
981,389,10
595,775,11
305,100,1
887,486,19
795,577,4
683,689,13
896,479,16
388,988,21
499,879,16
106,309,27
209,207,9
57,975,22
33,999,4
994,38,9
986,47,5
969,66,27
959,77,10
395,981,3
395,980,27
390,985,24
480,898,4
790,588,27
484,897,9
595,789,29
998,386,22
487,896,22
598,788,7
309,112,16
107,317,9
107,319,2
90,947,24
956,85,25
953,89,25
94,948,15
895,498,18
499,893,27
302,125,19
123,303,16
126,303,5
993,53,5
971,76,2
983,65,2
977,72,28
72,978,28
982,68,21
969,86,24
330,103,27
215,223,23
218,220,3
216,221,1
236,206,21
235,207,17
122,319,3
91,962,9
319,128,27
997,64,12
78,988,28
213,231,11
231,215,22
119,333,1
319,135,9
86,982,25
988,84,17
986,88,27
304,152,6
330,126,21
202,253,24
344,111,17
341,117,22
153,308,12
236,225,28
991,83,19
216,247,12
107,356,10
107,358,18
141,320,2
150,313,20
320,144,27
251,213,5
333,134,5
131,337,1
356,112,12
262,206,17
356,115,18
129,341,15
167,303,16
16,112,1
310,160,13
25,108,1
250,221,11
350,124,10
220,256,27
221,254,7
155,320,11
368,110,20
207,270,11
144,333,29
366,111,14
259,221,14
101,378,13
344,135,6
179,300,28
108,374,10
242,239,8
357,128,6
10,125,12
12,129,17
109,33,22
114,28,15
107,38,19
312,170,19
221,264,4
156,330,28
305,181,16
133,356,6
164,326,3
375,118,17
188,307,8
357,138,18
21,122,27
101,43,29
131,15,10
44,107,14
34,119,18
261,231,28
150,343,20
282,211,10
303,192,26
141,354,2
